00:03	给你买的搬家礼物
00:05	没事可以锻炼一下
00:07	这玩意是旧的吧
00:09	手套是新的
00:10	爸爸我在学打鼓了
00:11	他们是中国最好的乐队
00:12	你是中国最好的小孩
00:14	我是中国最好的爸爸
00:15	你好
00:19	你和面了
00:21	你跟铁梅一起和面了
00:23	不是只有我才可以跟你一起和面吗
00:25	当然不是了
00:27	咱们吃
00:29	你坐主位啊
00:41	你吃不了这么多吧
00:42	我帮你分一点
00:48	宝贝
00:49	嗯
00:59	你吃蒜一定比不过我
01:00	>>>
01:00	小样，你吃蒜一定比不过我
01:01	>>>
01:01	小样，你吃蒜一定比不过我
01:09	爸爸你哭了
01:13	我是过敏了
01:14	我对阿猫阿狗过敏
01:19	我有药
01:21	我对脏空气过敏
01:23	随身带着
01:24	来一粒儿
01:28	别吃多了
01:28	-粒
01:29	没事
01:30	我还是来两个吧
01:36	还需要吗
01:42	他俩咋了
01:44	比拼男子气概
01:45	是什么东西
01:47	有毒的东西
01:49	要不你俩别吃面了
01:54	今天这面确实差点意思
01:56	我做的比较好吃
01:59	不知道
01:59	你就做过一次
02:01	还是因为我妈手骨折了
02:03	面我做得少
02:03	是因为我是南方人
02:04	但我给你做了那么多其他的饭呢
02:07	你小的时候都是我做饭做家务的
02:09	那时候你特别爱哭
02:10	死活不肯去幼儿园
02:11	都是我在带的
02:12	不是说你没带啊
02:14	但确实是我带的比较多呀
02:17	爸爸
02:18	我是你亲生的吗
02:19	当然啊
02:21	C
02:22	那这不是你应该做的吗
02:26	不是每个人都能像你爸爸这样
02:28	你回去问问你同学
02:29	很多人爸爸都不管的
02:31	还有爸爸暴打妈妈的呢
02:34	对啊太多了
02:36	他们根本就不爱自己的孩子
02:37	他们也不配有孩子
02:38	你为什么要跟他们比呢
02:43	你已经算不错的了
02:44	是吧
02:46	我告诉你
02:47	我现在更加不错
02:48	我们分开之后我一直在学习
02:50	在进步
02:51	我现在都知道什么是结构性压迫了
02:55	你知道吗
02:56	我们是既得利益者
02:58	我们已经占据了太多性别红利了
03:01	是的
03:04	你怎么知道的
03:05	你从哪学的
03:07	你也教他了
03:08	我自己也有在学习
03:13	你看过几本上野千鹤子
03:14	我看了王铁梅的所有报道
03:21	爸我再去帮你拿点蒜
03:22	别拿了
03:26	你嘚瑟什么呀你
03:27	离婚不是你提的吗
03:30	你连这都告诉她了
03:31	是有人觉得在家带孩子
03:32	被人瞧不起啊
03:34	嫌我管他
03:34	给他当妈
03:36	思想还是落后
03:37	嗯
03:37	男人不是天生的
03:39	是后天塑造出来的
03:41	之前我被世俗观念绑架了
03:43	我被传统的性别分工给束缚了
03:45	我认为男人就应该搞事业
03:47	但现在我知道了
03:49	我就是喜欢家庭
03:50	我就是喜欢被人管
03:52	我都脱胎换骨了
03:53	你手术做好了
03:55	什么手术
03:56	做手术了
03:58	你得多吃点
03:59	白幼瘦的多不健康
04:01	爸爸吃蒜
04:04	算了吧
04:10	你
04:11	就没有女鼓手的朋友吗
04:13	你知道现在的男老师
04:14	我还是有点不放心
04:16	有一个
04:17	还没放出来呢
04:18	明年差不多了
04:19	我就是怕小孩等不了那么久
04:21	其他的呢
04:22	我也认识
04:22	就是没这么便宜
04:25	女鼓手这么少
04:26	女人的地位怎么提升呢
04:27	你们实在太不努力了
04:29	什么时候才能实现男女平等
04:31	我是女鼓手啊
04:33	对
04:34	竟然还要靠一个男老师
04:36	丟人
04:36	丢人
04:37	你不要挑起男女对立好吗
04:38	你不放心你就多管点
04:40	你带着上课啊
04:41	我可以啊
04:43	宝贝
04:43	我带你去打拳
04:44	爸爸现在都是教练级别了
04:46	我不打拳
04:48	宝贝你不可以这样
04:49	你打鼓不打拳
04:50	我才是你亲爹啊
04:52	没事吧
04:54	没事没事
04:55	你这都湿了
04:56	你这脱了吧
04:57	什么没湿
04:58	这么湿
04:59	赶紧脱了
05:00	铁梅你看
05:03	你脱他衣服干什么呀
05:04	拿件新的吧
05:05	拿件干净的
05:06	擦擦吧
05:07	你别上手了
05:10	你快看啊
05:11	-来来来-谢谢
05:11	穿我的
05:25	不好意思
05:27	头发头发
05:30	其实打拳挺酷的
05:31	我就是不想打拳
05:32	一点也不淑女
05:34	谁教你的
05:35	土不土
05:36	淑女这个词早该淘汰了
05:38	你是不是有喜欢的男生了
05:39	不可能男生都很蠢
05:40	不可能
05:41	我一辈子也不会喜欢的
05:43	我小时候也像你这么想
05:44	那是我不知道男生有多好玩
05:48	你是不是恋爱脑
05:50	她是
05:51	你不要学
05:52	我很不喜欢这个词哎
05:54	好像我是一个没有自由意志的
05:55	傻子一样
05:56	喜欢谈恋爱这事没错
05:58	但成年人的话
05:59	对吧
06:00	恋爱是两个人共同的決定
06:01	恋爱是两个人共同的决定
06:01	一个人那叫
06:02	倒贴
06:03	那总会有一个爱得多
06:04	一个爱得少吗
06:06	我只是更勇敢更有爱的能力
06:08	能者多劳
06:09	快乐倒贴
06:09	快乐就好啊
06:10	我只是不想你受伤
06:12	那样你会很辛苦的
06:14	活着就已经很苦了呀
06:15	不爱我会更苦
06:17	我送你一本
06:18	上野千鹤子的新书吧
06:19	上等快乐
06:20	快乐上等
06:21	你们干嘛呢
06:22	女权表演艺术家
06:25	你喜欢他什么
06:29	他就像你一样啊
06:31	他老夸我
06:32	让我觉得我自己很棒很棒
06:37	小孩
06:38	你知道有多棒吗
06:40	我们平时夸你的你都要牢记在心啊
06:43	跟爸爸去打拳吧
06:44	-我不打拳-她不想打拳
